dac_v,adc_a,adc_b,i_feed,q_feed
-5.699999999999999512e-01,1.709000000000000016e-03,-1.672399999999999928e-02,4.394999999999999601e-03,-1.965300000000000033e-02
-5.679999999999999494e-01,3.540000000000000178e-03,-1.709000000000000102e-02,5.736999999999999912e-03,-1.940899999999999917e-02
-5.659999999999999476e-01,1.221000000000000080e-03,-1.977500000000000091e-02,4.883000000000000188e-03,-1.770000000000000046e-02
-5.639999999999999458e-01,7.080000000000000356e-03,-1.318399999999999954e-02,1.098999999999999934e-03,-1.330600000000000012e-02
-5.620000000000000551e-01,1.562500000000000000e-02,-1.843300000000000147e-02,1.867699999999999916e-02,-1.684599999999999986e-02
-5.600000000000000533e-01,1.635700000000000001e-02,-1.721200000000000160e-02,1.782200000000000104e-02,-1.745599999999999929e-02
-5.580000000000000515e-01,1.892100000000000032e-02,-1.879899999999999974e-02,1.757799999999999987e-02,-1.684599999999999986e-02
-5.560000000000000497e-01,1.159699999999999967e-02,-1.818799999999999931e-02,1.831100000000000089e-02,-1.525899999999999999e-02
-5.540000000000000480e-01,1.489299999999999999e-02,-1.928699999999999859e-02,1.904300000000000090e-02,-2.050799999999999845e-02
-5.520000000000000462e-01,1.599099999999999827e-02,-1.709000000000000102e-02,1.806599999999999873e-02,-1.928699999999999859e-02
-5.500000000000000444e-01,1.831100000000000089e-02,-1.538100000000000057e-02,1.623499999999999943e-02,-1.428199999999999956e-02
-5.480000000000000426e-01,4.638999999999999894e-03,-1.623499999999999943e-02,9.766000000000000375e-03,-1.709000000000000102e-02
-5.460000000000000409e-01,1.147500000000000082e-02,-1.452600000000000072e-02,9.154999999999999943e-03,-1.281700000000000027e-02
-5.440000000000000391e-01,6.348000000000000344e-03,-1.879899999999999974e-02,1.123000000000000040e-02,-1.977500000000000091e-02
-5.420000000000000373e-01,1.110799999999999982e-02,-1.342800000000000070e-02,6.470000000000000057e-03,-1.501500000000000057e-02
-5.400000000000000355e-01,-2.453599999999999878e-02,-2.075199999999999961e-02,-2.172899999999999832e-02,-1.977500000000000091e-02
-5.380000000000000338e-01,-2.087400000000000019e-02,-1.733399999999999871e-02,-2.282700000000000007e-02,-1.623499999999999943e-02
-5.360000000000000320e-01,-2.600099999999999981e-02,-1.733399999999999871e-02,-2.209500000000000006e-02,-1.489299999999999999e-02
-5.340000000000000302e-01,-4.772900000000000059e-02,-1.672399999999999928e-02,-4.809599999999999986e-02,-1.635700000000000001e-02
-5.320000000000000284e-01,-4.834000000000000102e-02,-1.574700000000000058e-02,-4.992699999999999916e-02,-1.452600000000000072e-02
-5.300000000000000266e-01,-4.711900000000000116e-02,-1.635700000000000001e-02,-5.053699999999999859e-02,-1.562500000000000000e-02
-5.280000000000000249e-01,-5.078099999999999975e-02,-1.501500000000000057e-02,-5.029299999999999743e-02,-1.574700000000000058e-02
-5.260000000000000231e-01,-5.432100000000000123e-02,-1.110799999999999982e-02,-5.163600000000000134e-02,-1.330600000000000012e-02
-5.240000000000000213e-01,-5.493200000000000166e-02,-1.452600000000000072e-02,-5.383299999999999891e-02,-1.501500000000000057e-02
-5.220000000000000195e-01,-5.261199999999999904e-02,-1.245100000000000026e-02,-5.188000000000000250e-02,-1.342800000000000070e-02
-5.200000000000000178e-01,-5.102500000000000091e-02,-9.643999999999999795e-03,-5.725100000000000328e-02,-1.025399999999999923e-02
-5.180000000000000160e-01,-5.419899999999999718e-02,-1.208500000000000026e-02,-5.065900000000000264e-02,-1.635700000000000001e-02
-5.160000000000000142e-01,-5.285600000000000021e-02,-1.196299999999999968e-02,-5.249000000000000193e-02,-1.318399999999999954e-02
-5.140000000000000124e-01,-5.505399999999999877e-02,-1.464799999999999956e-02,-5.139200000000000018e-02,-1.318399999999999954e-02
-5.120000000000000107e-01,-3.381300000000000278e-02,-1.623499999999999943e-02,-3.283699999999999813e-02,-1.660199999999999870e-02
-5.100000000000000089e-01,-2.990699999999999956e-02,-1.904300000000000090e-02,-3.039599999999999941e-02,-2.062999999999999903e-02
-5.080000000000000071e-01,-2.905299999999999896e-02,-1.550299999999999942e-02,-3.466799999999999743e-02,-1.562500000000000000e-02
-5.060000000000000053e-01,-2.893099999999999838e-02,-1.782200000000000104e-02,-2.514600000000000168e-02,-2.014200000000000018e-02
-5.040000000000000036e-01,3.418000000000000031e-03,-2.734400000000000025e-02,4.150000000000000043e-03,-2.563500000000000154e-02
-5.020000000000000018e-01,2.686000000000000019e-03,-2.734400000000000025e-02,4.760999999999999607e-03,-2.880900000000000127e-02
-5.000000000000000000e-01,4.638999999999999894e-03,-2.380399999999999877e-02,2.197000000000000168e-03,-2.380399999999999877e-02
-4.979999999999999982e-01,9.032999999999999363e-03,-2.807600000000000026e-02,8.056999999999999926e-03,-2.636700000000000155e-02
-4.959999999999999964e-01,6.591999999999999769e-03,-2.783199999999999910e-02,8.545000000000000512e-03,-2.661099999999999924e-02
-4.939999999999999947e-01,4.150000000000000043e-03,-3.064000000000000057e-02,9.277000000000000524e-03,-3.027300000000000130e-02
-4.919999999999999929e-01,8.911000000000000518e-03,-2.587899999999999923e-02,7.323999999999999781e-03,-2.539100000000000038e-02
-4.899999999999999911e-01,6.348000000000000344e-03,-3.137199999999999711e-02,3.295999999999999885e-03,-3.002900000000000014e-02
-4.879999999999999893e-01,2.929999999999999879e-03,-3.686500000000000193e-02,6.225999999999999764e-03,-3.430199999999999916e-02
-4.859999999999999876e-01,3.660000000000000059e-04,-3.430199999999999916e-02,6.714000000000000350e-03,-4.675300000000000289e-02
-4.839999999999999858e-01,3.906000000000000184e-03,-2.832000000000000142e-02,3.052000000000000025e-03,-2.795399999999999968e-02
-4.819999999999999840e-01,-4.150000000000000043e-03,-4.431199999999999722e-02,-6.099999999999999737e-04,-4.309099999999999736e-02
-4.799999999999999822e-01,-4.638999999999999894e-03,-4.357899999999999968e-02,-2.439999999999999949e-04,-4.406700000000000200e-02
-4.779999999999999805e-01,-2.441000000000000027e-03,-4.089399999999999979e-02,-1.219999999999999974e-04,-4.089399999999999979e-02
-4.759999999999999787e-01,-2.001999999999999960e-02,-4.113800000000000096e-02,-2.343800000000000050e-02,-4.040500000000000341e-02
-4.739999999999999769e-01,-1.977500000000000091e-02,-4.089399999999999979e-02,-2.453599999999999878e-02,-4.101599999999999691e-02
-4.719999999999999751e-01,-2.123999999999999846e-02,-4.345700000000000257e-02,-1.977500000000000091e-02,-4.602099999999999941e-02
-4.699999999999999734e-01,-2.026400000000000076e-02,-4.028299999999999936e-02,-2.099600000000000077e-02,-4.101599999999999691e-02
-4.680000000000000271e-01,-3.271500000000000102e-02,-3.015100000000000072e-02,-2.587899999999999923e-02,-3.051799999999999999e-02
-4.660000000000000253e-01,-2.697799999999999851e-02,-2.734400000000000025e-02,-3.198199999999999654e-02,-2.746600000000000083e-02
-4.640000000000000235e-01,-2.685500000000000040e-02,-2.819800000000000084e-02,-3.015100000000000072e-02,-2.685500000000000040e-02
-4.620000000000000218e-01,-2.465799999999999936e-02,-2.258299999999999891e-02,-2.526899999999999979e-02,-2.258299999999999891e-02
-4.600000000000000200e-01,-2.990699999999999956e-02,-2.404799999999999993e-02,-2.453599999999999878e-02,-2.123999999999999846e-02
-4.580000000000000182e-01,-2.453599999999999878e-02,-2.111800000000000135e-02,-2.441400000000000167e-02,-2.111800000000000135e-02
-4.560000000000000164e-01,-2.477999999999999994e-02,-2.001999999999999960e-02,-3.027300000000000130e-02,-1.818799999999999931e-02
-4.540000000000000147e-01,-2.160600000000000021e-02,-1.892100000000000032e-02,-2.282700000000000007e-02,-1.940899999999999917e-02
-4.520000000000000129e-01,-2.453599999999999878e-02,-2.209500000000000006e-02,-2.148399999999999962e-02,-2.368200000000000166e-02
-4.500000000000000111e-01,-2.087400000000000019e-02,-1.721200000000000160e-02,-2.795399999999999968e-02,-1.647900000000000059e-02
-4.480000000000000093e-01,-2.844199999999999853e-02,-2.038600000000000134e-02,-2.172899999999999832e-02,-1.757799999999999987e-02
-4.460000000000000075e-01,-2.221700000000000064e-02,-1.696800000000000044e-02,-2.160600000000000021e-02,-1.660199999999999870e-02
-4.440000000000000058e-01,-2.062999999999999903e-02,-1.440400000000000014e-02,-2.856399999999999911e-02,-1.574700000000000058e-02
-4.420000000000000040e-01,-2.709999999999999909e-02,-1.928699999999999859e-02,-2.282700000000000007e-02,-1.696800000000000044e-02
-4.400000000000000022e-01,-2.233900000000000122e-02,-1.464799999999999956e-02,-2.526899999999999979e-02,-1.416000000000000071e-02
-4.380000000000000004e-01,-2.356000000000000108e-02,-1.574700000000000058e-02,-2.270499999999999949e-02,-1.660199999999999870e-02
-4.359999999999999987e-01,-2.563500000000000154e-02,-1.916500000000000148e-02,-2.294900000000000065e-02,-2.099600000000000077e-02
-4.339999999999999969e-01,-2.319299999999999834e-02,-1.354999999999999954e-02,-2.429200000000000109e-02,-1.379400000000000071e-02
-4.319999999999999951e-01,-2.233900000000000122e-02,-1.709000000000000102e-02,-1.916500000000000148e-02,-1.745599999999999929e-02
-4.299999999999999933e-01,-1.977500000000000091e-02,-1.379400000000000071e-02,-2.160600000000000021e-02,-1.574700000000000058e-02
-4.279999999999999916e-01,-2.111800000000000135e-02,-1.281700000000000027e-02,-2.356000000000000108e-02,-1.147500000000000082e-02
-4.259999999999999898e-01,-2.258299999999999891e-02,-1.623499999999999943e-02,-1.892100000000000032e-02,-1.660199999999999870e-02
-4.239999999999999880e-01,-1.965300000000000033e-02,-1.293900000000000085e-02,-2.356000000000000108e-02,-1.135300000000000024e-02
-4.219999999999999862e-01,-2.453599999999999878e-02,-1.391599999999999955e-02,-2.233900000000000122e-02,-1.208500000000000026e-02
-4.199999999999999845e-01,-1.867699999999999916e-02,-1.428199999999999956e-02,-1.892100000000000032e-02,-1.623499999999999943e-02
-4.179999999999999827e-01,-1.916500000000000148e-02,-1.391599999999999955e-02,-2.136199999999999904e-02,-1.232899999999999968e-02
-4.159999999999999809e-01,-1.904300000000000090e-02,-1.171900000000000025e-02,-2.477999999999999994e-02,-1.428199999999999956e-02
-4.139999999999999791e-01,-2.368200000000000166e-02,-1.696800000000000044e-02,-1.855499999999999858e-02,-1.464799999999999956e-02
-4.119999999999999774e-01,-1.989700000000000149e-02,-1.318399999999999954e-02,-2.282700000000000007e-02,-1.245100000000000026e-02
-4.099999999999999756e-01,-2.404799999999999993e-02,-1.782200000000000104e-02,-1.977500000000000091e-02,-1.745599999999999929e-02
-4.079999999999999738e-01,-1.757799999999999987e-02,-1.403800000000000013e-02,-2.026400000000000076e-02,-1.147500000000000082e-02
-4.060000000000000275e-01,-1.855499999999999858e-02,-1.208500000000000026e-02,-2.258299999999999891e-02,-1.123000000000000040e-02
-4.040000000000000258e-01,-1.794400000000000162e-02,-1.440400000000000014e-02,-1.757799999999999987e-02,-1.586900000000000116e-02
-4.020000000000000240e-01,-2.392599999999999935e-02,-1.306200000000000069e-02,-1.965300000000000033e-02,-1.220700000000000084e-02
-4.000000000000000222e-01,-1.892100000000000032e-02,-1.379400000000000071e-02,-1.916500000000000148e-02,-1.477099999999999941e-02
-3.980000000000000204e-01,-2.404799999999999993e-02,-1.416000000000000071e-02,-2.026400000000000076e-02,-1.232899999999999968e-02
-3.960000000000000187e-01,-1.831100000000000089e-02,-1.232899999999999968e-02,-2.392599999999999935e-02,-1.257300000000000084e-02
-3.940000000000000169e-01,-2.221700000000000064e-02,-1.660199999999999870e-02,-1.757799999999999987e-02,-1.806599999999999873e-02
-3.920000000000000151e-01,-1.940899999999999917e-02,-1.843300000000000147e-02,-1.892100000000000032e-02,-1.879899999999999974e-02
-3.900000000000000133e-01,-2.477999999999999994e-02,-1.525899999999999999e-02,-2.001999999999999960e-02,-1.452600000000000072e-02
-3.880000000000000115e-01,-2.526899999999999979e-02,-1.696800000000000044e-02,-1.928699999999999859e-02,-1.440400000000000014e-02
-3.860000000000000098e-01,-2.014200000000000018e-02,-1.623499999999999943e-02,-1.745599999999999929e-02,-1.770000000000000046e-02
-3.840000000000000080e-01,-1.794400000000000162e-02,-1.159699999999999967e-02,-2.392599999999999935e-02,-1.171900000000000025e-02
-3.820000000000000062e-01,-1.928699999999999859e-02,-1.306200000000000069e-02,-2.160600000000000021e-02,-1.159699999999999967e-02
-3.800000000000000044e-01,-1.770000000000000046e-02,-1.147500000000000082e-02,-2.319299999999999834e-02,-1.257300000000000084e-02
-3.780000000000000027e-01,-1.806599999999999873e-02,-1.135300000000000024e-02,-2.368200000000000166e-02,-1.184100000000000083e-02
-3.760000000000000009e-01,-1.721200000000000160e-02,-1.306200000000000069e-02,-1.977500000000000091e-02,-1.428199999999999956e-02
-3.739999999999999991e-01,-1.831100000000000089e-02,-1.110799999999999982e-02,-2.319299999999999834e-02,-1.037599999999999981e-02
-3.719999999999999973e-01,-2.185099999999999890e-02,-1.513699999999999941e-02,-1.733399999999999871e-02,-1.709000000000000102e-02
-3.699999999999999956e-01,-1.831100000000000089e-02,-1.220700000000000084e-02,-2.514600000000000168e-02,-1.330600000000000012e-02
-3.679999999999999938e-01,-2.160600000000000021e-02,-1.660199999999999870e-02,-1.757799999999999987e-02,-1.660199999999999870e-02
-3.659999999999999920e-01,-2.038600000000000134e-02,-1.623499999999999943e-02,-1.892100000000000032e-02,-1.477099999999999941e-02
-3.639999999999999902e-01,-2.270499999999999949e-02,-1.721200000000000160e-02,-1.721200000000000160e-02,-1.611299999999999885e-02
-3.619999999999999885e-01,-1.794400000000000162e-02,-1.196299999999999968e-02,-2.307100000000000123e-02,-1.135300000000000024e-02
-3.599999999999999867e-01,-1.879899999999999974e-02,-1.232899999999999968e-02,-2.136199999999999904e-02,-1.245100000000000026e-02
-3.579999999999999849e-01,-1.892100000000000032e-02,-1.416000000000000071e-02,-1.770000000000000046e-02,-1.464799999999999956e-02
-3.559999999999999831e-01,-2.380399999999999877e-02,-1.709000000000000102e-02,-1.855499999999999858e-02,-1.416000000000000071e-02
-3.539999999999999813e-01,-1.879899999999999974e-02,-1.257300000000000084e-02,-1.953099999999999975e-02,-1.171900000000000025e-02
-3.519999999999999796e-01,-1.928699999999999859e-02,-1.367200000000000013e-02,-1.916500000000000148e-02,-1.245100000000000026e-02
-3.499999999999999778e-01,-1.745599999999999929e-02,-1.232899999999999968e-02,-1.770000000000000046e-02,-1.293900000000000085e-02
-3.479999999999999760e-01,-1.794400000000000162e-02,-1.232899999999999968e-02,-2.209500000000000006e-02,-1.232899999999999968e-02
-3.459999999999999742e-01,-1.916500000000000148e-02,-1.416000000000000071e-02,-1.831100000000000089e-02,-1.562500000000000000e-02
-3.439999999999999725e-01,-1.879899999999999974e-02,-1.171900000000000025e-02,-1.953099999999999975e-02,-1.428199999999999956e-02
-3.420000000000000262e-01,-1.916500000000000148e-02,-1.330600000000000012e-02,-2.062999999999999903e-02,-1.135300000000000024e-02
-3.400000000000000244e-01,-2.368200000000000166e-02,-1.306200000000000069e-02,-2.111800000000000135e-02,-1.318399999999999954e-02
-3.380000000000000226e-01,-2.001999999999999960e-02,-1.660199999999999870e-02,-1.709000000000000102e-02,-1.794400000000000162e-02
-3.360000000000000209e-01,-2.075199999999999961e-02,-1.354999999999999954e-02,-1.965300000000000033e-02,-1.391599999999999955e-02
-3.340000000000000191e-01,-1.855499999999999858e-02,-1.245100000000000026e-02,-2.514600000000000168e-02,-1.196299999999999968e-02
-3.320000000000000173e-01,-2.380399999999999877e-02,-1.623499999999999943e-02,-1.879899999999999974e-02,-1.354999999999999954e-02
-3.300000000000000155e-01,-2.014200000000000018e-02,-1.184100000000000083e-02,-2.111800000000000135e-02,-1.159699999999999967e-02
-3.280000000000000138e-01,-2.294900000000000065e-02,-1.574700000000000058e-02,-1.855499999999999858e-02,-1.354999999999999954e-02
-3.260000000000000120e-01,-1.965300000000000033e-02,-1.232899999999999968e-02,-1.965300000000000033e-02,-1.110799999999999982e-02
-3.240000000000000102e-01,-1.623499999999999943e-02,-1.110799999999999982e-02,-2.050799999999999845e-02,-1.196299999999999968e-02
-3.220000000000000084e-01,-1.794400000000000162e-02,-1.171900000000000025e-02,-2.258299999999999891e-02,-1.281700000000000027e-02
-3.200000000000000067e-01,-2.294900000000000065e-02,-1.428199999999999956e-02,-1.782200000000000104e-02,-1.220700000000000084e-02
-3.180000000000000049e-01,-1.928699999999999859e-02,-1.281700000000000027e-02,-2.038600000000000134e-02,-1.147500000000000082e-02
-3.160000000000000031e-01,-2.148399999999999962e-02,-1.794400000000000162e-02,-1.904300000000000090e-02,-1.721200000000000160e-02
-3.140000000000000013e-01,-2.014200000000000018e-02,-1.184100000000000083e-02,-2.282700000000000007e-02,-1.098599999999999924e-02
-3.119999999999999996e-01,-1.855499999999999858e-02,-1.196299999999999968e-02,-2.026400000000000076e-02,-1.098599999999999924e-02
-3.099999999999999978e-01,-1.940899999999999917e-02,-1.440400000000000014e-02,-1.770000000000000046e-02,-1.318399999999999954e-02
-3.079999999999999960e-01,-2.026400000000000076e-02,-1.525899999999999999e-02,-1.770000000000000046e-02,-1.660199999999999870e-02
-3.059999999999999942e-01,-2.258299999999999891e-02,-1.611299999999999885e-02,-1.672399999999999928e-02,-1.464799999999999956e-02
-3.039999999999999925e-01,-1.794400000000000162e-02,-1.379400000000000071e-02,-1.977500000000000091e-02,-1.257300000000000084e-02
-3.019999999999999907e-01,-2.001999999999999960e-02,-1.330600000000000012e-02,-1.916500000000000148e-02,-1.208500000000000026e-02
-2.999999999999999889e-01,-2.343800000000000050e-02,-1.525899999999999999e-02,-1.928699999999999859e-02,-1.293900000000000085e-02
-2.979999999999999871e-01,-2.148399999999999962e-02,-1.464799999999999956e-02,-1.928699999999999859e-02,-1.416000000000000071e-02
-2.959999999999999853e-01,-1.770000000000000046e-02,-1.257300000000000084e-02,-2.001999999999999960e-02,-1.245100000000000026e-02
-2.939999999999999836e-01,-1.770000000000000046e-02,-1.196299999999999968e-02,-2.380399999999999877e-02,-1.245100000000000026e-02
-2.919999999999999818e-01,-2.221700000000000064e-02,-1.367200000000000013e-02,-1.831100000000000089e-02,-1.367200000000000013e-02
-2.899999999999999800e-01,-1.843300000000000147e-02,-1.232899999999999968e-02,-2.014200000000000018e-02,-1.525899999999999999e-02
-2.879999999999999782e-01,-2.221700000000000064e-02,-1.660199999999999870e-02,-1.867699999999999916e-02,-1.818799999999999931e-02
-2.859999999999999765e-01,-2.148399999999999962e-02,-1.293900000000000085e-02,-1.904300000000000090e-02,-1.354999999999999954e-02
-2.839999999999999747e-01,-1.831100000000000089e-02,-1.232899999999999968e-02,-1.721200000000000160e-02,-1.330600000000000012e-02
-2.819999999999999729e-01,-1.757799999999999987e-02,-1.098599999999999924e-02,-2.209500000000000006e-02,-1.086400000000000039e-02
-2.800000000000000266e-01,-2.319299999999999834e-02,-1.611299999999999885e-02,-1.733399999999999871e-02,-1.477099999999999941e-02
-2.780000000000000249e-01,-1.696800000000000044e-02,-1.428199999999999956e-02,-1.855499999999999858e-02,-1.379400000000000071e-02
-2.760000000000000231e-01,-2.404799999999999993e-02,-1.330600000000000012e-02,-1.892100000000000032e-02,-1.257300000000000084e-02
-2.740000000000000213e-01,-2.026400000000000076e-02,-1.599099999999999827e-02,-1.831100000000000089e-02,-1.855499999999999858e-02
-2.720000000000000195e-01,-1.538100000000000057e-02,-1.220700000000000084e-02,-2.197299999999999948e-02,-1.184100000000000083e-02
-2.700000000000000178e-01,-1.855499999999999858e-02,-1.171900000000000025e-02,-2.136199999999999904e-02,-1.159699999999999967e-02
-2.680000000000000160e-01,-1.965300000000000033e-02,-1.562500000000000000e-02,-1.684599999999999986e-02,-1.709000000000000102e-02
-2.660000000000000142e-01,-1.733399999999999871e-02,-1.257300000000000084e-02,-1.879899999999999974e-02,-1.354999999999999954e-02
-2.640000000000000124e-01,-2.514600000000000168e-02,-1.538100000000000057e-02,-1.953099999999999975e-02,-1.208500000000000026e-02
-2.620000000000000107e-01,-1.928699999999999859e-02,-1.257300000000000084e-02,-2.038600000000000134e-02,-1.135300000000000024e-02
-2.600000000000000089e-01,-1.843300000000000147e-02,-1.281700000000000027e-02,-2.001999999999999960e-02,-1.318399999999999954e-02
-2.580000000000000071e-01,-2.221700000000000064e-02,-1.599099999999999827e-02,-1.940899999999999917e-02,-1.538100000000000057e-02
-2.560000000000000053e-01,-1.647900000000000059e-02,-1.318399999999999954e-02,-2.453599999999999878e-02,-1.196299999999999968e-02
-2.540000000000000036e-01,-2.258299999999999891e-02,-1.855499999999999858e-02,-1.794400000000000162e-02,-1.709000000000000102e-02
-2.520000000000000018e-01,-1.782200000000000104e-02,-1.196299999999999968e-02,-1.794400000000000162e-02,-1.367200000000000013e-02
-2.500000000000000000e-01,-1.721200000000000160e-02,-1.074199999999999981e-02,-2.380399999999999877e-02,-1.306200000000000069e-02
-2.479999999999999982e-01,-1.879899999999999974e-02,-1.123000000000000040e-02,-2.185099999999999890e-02,-1.220700000000000084e-02
-2.459999999999999964e-01,-1.721200000000000160e-02,-1.318399999999999954e-02,-1.916500000000000148e-02,-1.403800000000000013e-02
-2.439999999999999947e-01,-2.356000000000000108e-02,-1.843300000000000147e-02,-1.855499999999999858e-02,-1.550299999999999942e-02
-2.419999999999999929e-01,-1.770000000000000046e-02,-1.135300000000000024e-02,-2.294900000000000065e-02,-1.159699999999999967e-02
-2.399999999999999911e-01,-1.770000000000000046e-02,-1.257300000000000084e-02,-1.989700000000000149e-02,-1.281700000000000027e-02
-2.379999999999999893e-01,-1.757799999999999987e-02,-1.318399999999999954e-02,-1.843300000000000147e-02,-1.367200000000000013e-02
-2.359999999999999876e-01,-2.221700000000000064e-02,-1.330600000000000012e-02,-1.977500000000000091e-02,-1.269499999999999969e-02
-2.340000000000000135e-01,-1.745599999999999929e-02,-1.232899999999999968e-02,-2.356000000000000108e-02,-1.354999999999999954e-02
-2.320000000000000118e-01,-1.892100000000000032e-02,-1.379400000000000071e-02,-1.733399999999999871e-02,-1.513699999999999941e-02
-2.300000000000000100e-01,-1.843300000000000147e-02,-1.318399999999999954e-02,-1.696800000000000044e-02,-1.403800000000000013e-02
-2.280000000000000082e-01,-2.258299999999999891e-02,-1.660199999999999870e-02,-1.733399999999999871e-02,-1.647900000000000059e-02
-2.260000000000000064e-01,-1.831100000000000089e-02,-1.477099999999999941e-02,-1.733399999999999871e-02,-1.611299999999999885e-02
-2.240000000000000047e-01,-1.745599999999999929e-02,-1.220700000000000084e-02,-2.197299999999999948e-02,-1.220700000000000084e-02
-2.220000000000000029e-01,-1.733399999999999871e-02,-1.208500000000000026e-02,-2.307100000000000123e-02,-1.208500000000000026e-02
-2.200000000000000011e-01,-1.916500000000000148e-02,-1.159699999999999967e-02,-2.258299999999999891e-02,-1.196299999999999968e-02
-2.179999999999999993e-01,-2.209500000000000006e-02,-1.428199999999999956e-02,-1.818799999999999931e-02,-1.428199999999999956e-02
-2.159999999999999976e-01,-1.953099999999999975e-02,-1.171900000000000025e-02,-2.148399999999999962e-02,-1.232899999999999968e-02
-2.139999999999999958e-01,-1.696800000000000044e-02,-1.135300000000000024e-02,-1.953099999999999975e-02,-1.232899999999999968e-02
-2.119999999999999940e-01,-1.757799999999999987e-02,-1.208500000000000026e-02,-1.855499999999999858e-02,-1.342800000000000070e-02
-2.099999999999999922e-01,-1.757799999999999987e-02,-1.330600000000000012e-02,-1.940899999999999917e-02,-1.416000000000000071e-02
-2.079999999999999905e-01,-2.111800000000000135e-02,-1.745599999999999929e-02,-1.745599999999999929e-02,-1.770000000000000046e-02
-2.059999999999999887e-01,-1.696800000000000044e-02,-1.171900000000000025e-02,-2.331499999999999892e-02,-1.110799999999999982e-02
-2.039999999999999869e-01,-1.818799999999999931e-02,-1.196299999999999968e-02,-1.818799999999999931e-02,-1.281700000000000027e-02
-2.020000000000000129e-01,-1.806599999999999873e-02,-1.196299999999999968e-02,-2.197299999999999948e-02,-1.257300000000000084e-02
-2.000000000000000111e-01,-1.782200000000000104e-02,-1.061999999999999923e-02,-1.977500000000000091e-02,-1.379400000000000071e-02
-1.980000000000000093e-01,-2.075199999999999961e-02,-1.611299999999999885e-02,-1.904300000000000090e-02,-1.574700000000000058e-02
-1.960000000000000075e-01,-2.551300000000000096e-02,-1.342800000000000070e-02,-1.818799999999999931e-02,-1.232899999999999968e-02
-1.940000000000000058e-01,-1.843300000000000147e-02,-1.061999999999999923e-02,-2.307100000000000123e-02,-1.110799999999999982e-02
-1.920000000000000040e-01,-1.660199999999999870e-02,-1.245100000000000026e-02,-1.928699999999999859e-02,-1.281700000000000027e-02
-1.900000000000000022e-01,-1.831100000000000089e-02,-1.159699999999999967e-02,-2.087400000000000019e-02,-1.135300000000000024e-02
-1.880000000000000004e-01,-1.733399999999999871e-02,-1.428199999999999956e-02,-1.843300000000000147e-02,-1.525899999999999999e-02
-1.859999999999999987e-01,-1.709000000000000102e-02,-1.208500000000000026e-02,-2.258299999999999891e-02,-1.159699999999999967e-02
-1.839999999999999969e-01,-2.258299999999999891e-02,-1.611299999999999885e-02,-1.684599999999999986e-02,-1.672399999999999928e-02
-1.819999999999999951e-01,-1.818799999999999931e-02,-1.208500000000000026e-02,-1.977500000000000091e-02,-1.257300000000000084e-02
-1.799999999999999933e-01,-2.270499999999999949e-02,-1.709000000000000102e-02,-1.770000000000000046e-02,-1.440400000000000014e-02
-1.779999999999999916e-01,-1.757799999999999987e-02,-1.330600000000000012e-02,-1.892100000000000032e-02,-1.489299999999999999e-02
-1.759999999999999898e-01,-1.867699999999999916e-02,-1.245100000000000026e-02,-1.709000000000000102e-02,-1.452600000000000072e-02
-1.739999999999999880e-01,-2.136199999999999904e-02,-1.831100000000000089e-02,-1.709000000000000102e-02,-1.660199999999999870e-02
-1.719999999999999862e-01,-1.684599999999999986e-02,-1.306200000000000069e-02,-1.867699999999999916e-02,-1.367200000000000013e-02
-1.700000000000000122e-01,-1.684599999999999986e-02,-1.147500000000000082e-02,-1.916500000000000148e-02,-1.025399999999999923e-02
-1.680000000000000104e-01,-2.380399999999999877e-02,-1.367200000000000013e-02,-1.818799999999999931e-02,-1.208500000000000026e-02
-1.660000000000000087e-01,-1.757799999999999987e-02,-1.342800000000000070e-02,-1.879899999999999974e-02,-1.428199999999999956e-02
-1.640000000000000069e-01,-2.331499999999999892e-02,-1.721200000000000160e-02,-1.806599999999999873e-02,-1.525899999999999999e-02
-1.620000000000000051e-01,-1.965300000000000033e-02,-1.220700000000000084e-02,-2.197299999999999948e-02,-1.037599999999999981e-02
-1.600000000000000033e-01,-2.441400000000000167e-02,-1.416000000000000071e-02,-1.867699999999999916e-02,-1.245100000000000026e-02
-1.580000000000000016e-01,-2.136199999999999904e-02,-1.660199999999999870e-02,-1.696800000000000044e-02,-1.684599999999999986e-02
-1.559999999999999998e-01,-1.660199999999999870e-02,-1.232899999999999968e-02,-1.965300000000000033e-02,-1.293900000000000085e-02
-1.539999999999999980e-01,-1.843300000000000147e-02,-1.147500000000000082e-02,-2.514600000000000168e-02,-1.159699999999999967e-02
-1.519999999999999962e-01,-1.879899999999999974e-02,-1.513699999999999941e-02,-1.806599999999999873e-02,-1.525899999999999999e-02
-1.499999999999999944e-01,-1.831100000000000089e-02,-1.269499999999999969e-02,-2.148399999999999962e-02,-1.208500000000000026e-02
-1.479999999999999927e-01,-1.794400000000000162e-02,-1.306200000000000069e-02,-2.111800000000000135e-02,-1.379400000000000071e-02
-1.459999999999999909e-01,-1.733399999999999871e-02,-1.184100000000000083e-02,-2.282700000000000007e-02,-1.245100000000000026e-02
-1.439999999999999891e-01,-1.879899999999999974e-02,-1.098599999999999924e-02,-2.185099999999999890e-02,-1.220700000000000084e-02
-1.419999999999999873e-01,-1.977500000000000091e-02,-1.354999999999999954e-02,-1.879899999999999974e-02,-1.318399999999999954e-02
